ABE-0006092,8.853000e+03,1.265900e+04,1.587400e+04,1.350000e+04,1.73130e+04,1.986400e+04
ABE-0012311,1.279000e+03,1.293000e+03,1.391000e+03,4.920000e+02,4.94000e+02,4.760000e+02
ABE-0047214,1.460600e+04,1.912600e+04,1.950300e+04,9.165000e+03,9.70000e+03,1.094700e+04
ABE-0047279,4.050000e+02,5.560000e+02,4.170000e+02,4.910000e+02,4.34000e+02,4.425000e+02
ABE-0047285,9.640000e+02,9.150000e+02,1.007500e+03,1.260000e+03,1.21150e+03,1.386000e+03
ABE-0174120,5.980000e+02,1.204000e+03,8.120000e+02,3.370000e+02,3.15000e+02,3.600000e+02
ABE-0285016,7.420000e+02,1.174500e+03,1.284500e+03,1.742000e+03,1.75450e+03,2.025000e+03
ABE-0285028,1.970000e+02,2.760000e+02,2.740000e+02,2.940000e+02,2.80500e+02,3.230000e+02
ABE-0285032,9.900000e+01,1.070000e+02,9.550000e+01,1.010000e+02,9.30000e+01,8.900000e+01
ABE-0285033,1.954000e+03,2.043500e+03,2.035000e+03,5.175000e+02,5.20000e+02,4.185000e+02
ABE-0285035,4.800000e+02,6.560000e+02,5.760000e+02,4.665000e+02,5.12500e+02,5.470000e+02
ABE-0285038,1.405000e+02,2.130000e+02,1.870000e+02,3.220000e+02,2.85000e+02,3.745000e+02
ABE-0285039,6.780000e+03,1.148050e+04,7.986000e+03,2.187000e+03,1.89400e+03,2.312000e+03
ABE-0285044,9.850000e+02,8.820000e+02,5.575000e+02,1.786000e+03,2.16600e+03,1.244000e+03
ABE-0285047,4.010000e+02,3.860000e+02,2.810000e+02,3.570000e+02,3.15000e+02,8.770000e+02
ABE-0285048,1.410000e+02,1.680000e+02,1.420000e+02,1.895000e+02,2.05000e+02,2.210000e+02
ABE-0285050,2.002500e+03,2.819000e+03,2.495500e+03,1.179000e+03,1.18150e+03,1.350000e+03
ABE-0285051,4.700000e+02,9.110000e+02,6.770000e+02,5.105000e+02,5.26500e+02,5.165000e+02
ABE-0285052,2.100000e+02,2.640000e+02,2.515000e+02,2.035000e+02,2.05000e+02,2.335000e+02
ABE-0285053,1.369000e+03,1.917000e+03,1.805000e+03,1.297000e+03,1.55200e+03,1.709000e+03
ABE-0285054,7.400000e+01,1.000000e+02,1.000000e+02,8.700000e+01,1.07000e+02,9.200000e+01
ABE-0285057,1.125000e+03,1.416500e+03,1.039000e+03,5.690000e+02,5.47000e+02,5.100000e+02
ABE-0285058,2.135000e+03,3.114000e+03,3.186000e+03,8.888500e+03,9.43400e+03,1.235500e+04
ABE-0285060,1.120000e+02,2.650000e+02,9.400000e+01,1.180000e+02,1.02000e+02,1.090000e+02
ABE-0285062,1.410000e+02,1.710000e+02,1.545000e+02,1.480000e+02,1.37500e+02,1.395000e+02
ABE-0285067,2.088000e+03,2.524000e+03,3.613000e+03,2.407000e+03,2.65500e+03,2.978000e+03
ABE-0285068,9.390000e+02,1.077000e+03,7.630000e+02,1.047000e+03,7.62500e+02,8.580000e+02
ABE-0285070,5.120000e+02,5.100000e+02,4.265000e+02,5.190000e+02,4.45000e+02,5.045000e+02
ABE-0285071,3.930000e+02,7.140000e+02,6.355000e+02,3.045000e+02,3.72500e+02,3.755000e+02
ABE-0285072,1.377000e+03,1.044000e+03,1.354000e+03,8.950000e+02,7.42500e+02,9.070000e+02
ABE-0285074,1.670000e+02,1.510000e+02,1.970000e+02,1.050000e+02,9.60000e+01,8.800000e+01
ABE-0285075,5.206000e+03,8.016500e+03,7.322000e+03,1.741000e+03,1.91400e+03,1.835000e+03
ABE-0285076,1.985000e+02,3.350000e+02,2.430000e+02,9.700000e+01,8.50000e+01,9.000000e+01
ABE-0285077,6.930000e+02,7.190000e+02,7.210000e+02,1.029500e+03,9.47000e+02,7.995000e+02
ABE-0285078,3.006500e+04,3.827200e+04,3.652500e+04,8.072200e+04,7.51610e+04,8.178100e+04
ABE-0285079,6.670000e+02,7.760000e+02,7.880000e+02,7.350000e+02,6.70500e+02,6.775000e+02
ABE-0285080,1.000000e+02,1.110000e+02,1.020000e+02,9.100000e+01,7.50000e+01,8.700000e+01
ABE-0285083,1.910000e+02,1.900000e+02,1.600000e+02,2.390000e+02,2.89000e+02,2.970000e+02
ABE-0285085,1.615000e+02,2.575000e+02,1.930000e+02,2.620000e+02,3.01000e+02,2.770000e+02
ABE-0285088,9.170000e+02,1.004000e+03,8.250000e+02,4.110000e+02,4.49000e+02,5.150000e+02
ABE-0285089,2.218000e+03,3.762500e+03,2.218000e+03,4.005000e+02,4.24500e+02,5.565000e+02
ABE-0285151,7.650000e+01,1.430000e+02,9.250000e+01,8.600000e+01,8.30000e+01,1.150000e+02
ABH-0243997,1.205400e+04,2.259400e+04,2.431100e+04,2.255900e+04,2.41860e+04,2.227100e+04
ABH-0243999,2.327500e+03,3.420000e+03,2.730000e+03,3.155000e+03,3.05500e+03,3.247000e+03
ABH-0244001,2.070000e+02,3.040000e+02,2.385000e+02,3.780000e+02,3.93500e+02,3.060000e+02
ABH-0244003,9.850000e+01,3.675000e+02,1.280000e+02,1.325000e+02,1.35000e+02,1.380000e+02
ABH-0244010,3.761000e+03,3.369000e+03,3.164000e+03,3.971000e+03,3.13100e+03,3.528000e+03
ABH-0244014,1.636500e+03,2.872000e+03,2.995500e+03,4.274500e+03,3.91900e+03,5.389000e+03
ABH-0244019,8.600000e+01,1.205000e+02,1.065000e+02,1.110000e+02,9.90000e+01,8.500000e+01
ABH-0244022,8.720000e+03,1.211000e+04,1.450600e+04,1.011300e+04,1.03975e+04,1.186450e+04
ABH-0244023,6.740000e+02,8.625000e+02,8.600000e+02,1.068000e+03,1.14400e+03,1.624000e+03
ABH-0244025,8.400000e+01,1.260000e+02,1.065000e+02,1.010000e+02,1.18500e+02,1.040000e+02
ABH-0244027,7.750000e+02,1.100000e+03,8.440000e+02,1.212000e+03,1.20050e+03,1.574000e+03
ABH-0244031,1.350000e+03,2.083000e+03,2.903500e+03,3.874000e+03,4.17250e+03,4.828000e+03
ABH-0244033,9.900000e+01,1.350000e+02,1.885000e+02,1.240000e+02,1.41000e+02,1.225000e+02
ABH-0244036,2.207000e+03,2.993000e+03,2.983000e+03,3.574500e+03,4.28150e+03,3.946000e+03
ABH-0244038,3.235000e+03,3.610000e+03,3.973000e+03,3.405500e+03,4.84850e+03,4.330000e+03
ABH-0244043,2.515000e+02,3.445000e+02,2.575000e+02,2.760000e+02,3.33000e+02,3.605000e+02
ABH-0244046,1.912000e+03,3.081000e+03,2.772000e+03,3.342000e+03,2.98800e+03,3.917000e+03
ABH-0244047,3.720000e+02,6.500000e+02,6.575000e+02,6.680000e+02,7.90000e+02,8.390000e+02
ABH-0244050,1.640000e+03,2.523000e+03,2.147000e+03,6.538500e+03,6.60000e+03,6.271000e+03
ABH-0244052,8.420000e+02,9.300000e+02,1.041000e+03,1.261000e+03,1.38050e+03,1.438000e+03
ABH-0244054,1.246000e+03,1.750000e+03,1.839000e+03,2.117500e+03,2.30850e+03,2.511000e+03
ABH-0244056,1.885000e+02,2.220000e+02,2.330000e+02,3.435000e+02,3.62000e+02,3.805000e+02
ABH-0244057,5.319000e+03,8.321000e+03,7.054000e+03,1.108600e+04,1.09600e+04,9.137000e+03
ABH-0244058,1.530000e+02,2.140000e+02,2.105000e+02,3.300000e+02,3.10000e+02,4.250000e+02
ABH-0244060,2.845000e+02,2.850000e+02,2.385000e+02,4.745000e+02,6.00000e+02,4.340000e+02
ABH-0244061,5.530000e+02,7.770000e+02,6.290000e+02,1.186500e+03,1.37900e+03,1.143000e+03
ABH-0244063,1.349000e+03,1.744000e+03,1.659500e+03,2.103000e+03,2.59400e+03,2.700500e+03
ABH-0244064,2.043500e+03,3.371500e+03,3.636500e+03,3.972000e+03,4.05800e+03,4.908500e+03
ABH-0244065,1.819500e+03,2.510500e+03,2.243500e+03,3.383000e+03,2.82800e+03,2.777000e+03
ABH-0244066,2.517000e+03,3.079000e+03,2.700000e+03,3.427500e+03,4.67500e+03,3.303500e+03
ABH-0244067,7.261000e+03,1.128600e+04,1.073800e+04,1.227100e+04,1.25925e+04,1.183500e+04
ABH-0244068,9.281500e+03,1.524600e+04,1.601550e+04,1.540700e+04,1.56670e+04,1.648600e+04
ABH-0244069,6.969000e+03,1.119800e+04,1.350800e+04,1.380200e+04,1.50050e+04,1.671900e+04
ABH-0244070,1.028500e+04,1.807550e+04,2.282650e+04,1.631050e+04,1.73610e+04,2.270200e+04
ABH-0244072,3.267000e+03,4.589000e+03,5.054000e+03,6.327000e+03,6.54000e+03,5.953000e+03
ABH-0244073,2.684000e+03,3.665500e+03,3.214000e+03,3.701000e+03,3.99700e+03,3.275000e+03
ABH-0244074,8.700000e+02,1.195000e+03,9.780000e+02,1.158000e+03,1.36400e+03,1.529000e+03
ABH-0244075,3.512000e+03,4.604000e+03,3.851500e+03,5.133000e+03,5.11200e+03,4.096000e+03
ABH-0244079,1.891500e+03,2.407000e+03,2.214000e+03,2.309000e+03,2.80200e+03,2.944000e+03
ABH-0244083,9.840000e+02,7.440000e+02,6.665000e+02,2.021000e+03,1.58700e+03,1.759000e+03
ABH-0244084,2.710000e+02,3.320000e+02,2.680000e+02,8.250000e+02,7.98000e+02,7.360000e+02
ABH-0244088,6.500000e+02,8.365000e+02,7.570000e+02,7.460000e+02,8.04000e+02,7.670000e+02
ABH-0244090,1.150000e+02,9.800000e+01,8.500000e+01,1.070000e+02,2.92000e+02,1.085000e+02
ABH-0244091,8.000000e+01,1.025000e+02,8.450000e+01,8.400000e+01,9.50000e+01,8.300000e+01
ABH-0244093,1.140000e+02,1.480000e+02,1.180000e+02,1.290000e+02,1.46500e+02,1.235000e+02
ABH-0244095,4.258000e+03,5.991000e+03,7.786000e+03,6.534000e+03,6.63900e+03,8.701000e+03
ABH-0244096,3.207000e+03,3.044000e+03,2.497000e+03,4.108000e+03,2.73800e+03,2.541000e+03
ABH-0244103,6.055000e+03,7.378000e+03,8.321500e+03,3.991000e+03,4.00400e+03,2.934000e+03
ABH-0244110,7.730000e+02,8.575000e+02,9.335000e+02,3.640000e+02,4.12000e+02,5.225000e+02
ABH-0244111,1.336000e+03,1.715000e+03,2.441000e+03,7.720000e+02,7.93500e+02,9.830000e+02
ABH-0244112,2.030000e+02,2.000000e+02,1.855000e+02,1.105000e+02,1.00000e+02,8.400000e+01
ABH-0244113,1.565000e+02,2.100000e+02,1.715000e+02,1.845000e+02,2.59000e+02,1.810000e+02
ABH-0244115,8.129000e+03,1.092400e+04,1.129700e+04,1.046100e+04,1.14370e+04,1.227800e+04
ABH-0244116,4.155000e+03,6.510500e+03,6.456000e+03,6.136500e+03,6.24500e+03,7.442000e+03
ABH-0244117,2.659000e+03,3.946500e+03,3.767000e+03,4.666000e+03,4.85900e+03,4.323000e+03
ABH-0244130,9.867500e+03,1.579000e+04,2.138300e+04,7.075000e+03,7.65950e+03,8.415000e+03
ABH-0244135,3.560000e+02,4.045000e+02,3.180000e+02,6.060000e+02,4.91000e+02,5.170000e+02
ABH-0244138,1.162000e+03,1.598000e+03,1.254500e+03,2.942000e+03,2.98100e+03,2.736000e+03
ABH-0244139,3.065000e+02,5.050000e+02,4.390000e+02,3.330000e+02,3.36500e+02,2.625000e+02
