GeneID	PPDE	FC
ABE-0012311	1	-1.07351169864268
ABE-0285088	1	0.74009697979145
b0002	1	-1.92340341743732
b0003	1	-1.74526781121881
b0004	1	-1.86674132308282
b0005	0.999083821558312	-0.410780002228949
b0014	1	-0.970823845152538
b0023	1	0.950868470777418
b0032	1	-3.7533712728213
b0033	1	-3.69306590233718
b0034	1	-2.55042346459319
b0046	0.999363454692317	-1.09615592175203
b0047	1	-0.84636125599899
b0048	1	0.985371410963624
b0058	1	1.15739784846877
b0059	1	1.17716751479459
b0064	1	-0.929362311466392
b0072	1	-1.15820800756783
b0073	1	-1.18001822551764
b0074	1	-1.09065678165372
b0077	0.999987657577235	-1.07406361756788
b0078	1	-1.23275930082977
b0082	1	0.565612138701562
b0089	0.999983405010878	0.436962629368486
b0090	1	0.416364415481288
b0091	0.999999953800613	0.359525484759463
b0112	1	-2.03283062194163
b0113	1	1.1962298653327
b0114	1	1.22160908756206
b0115	1	1.45433165788129
b0123	1	-1.51635486062055
b0124	1	1.29119417893223
b0146	0.967648415533576	-0.845838053125993
b0157	1	0.719114012277808
b0163	1	-1.21162522493573
b0174	1	0.592363711632319
b0175	0.999999999999998	0.608838960819895
b0176	0.999999999999705	0.487318309515287
b0179	1	0.488861463396874
b0183	1	0.612650831968819
b0189	0.999999999999999	-0.551775500898536
b0197	0.995964932926708	-2.74992477068935
b0198	0.99982847155872	-1.88130137433935
b0199	0.999700452567656	-1.77490576642948
b0207	1	1.3456531192569
b0220	1	-1.66285147028733
b0238	0.999999999996968	0.648053314247943
b0283	0.999999999308791	-0.703705226214391
b0284	0.999999975748527	-1.78936207537009
b0285	0.999998943690095	-2.10621117908824
b0286	1	-2.29450580586824
b0287	1	1.77272548704956
b0312	0.999994254583445	0.800955026929651
b0313	0.999999999794748	0.910619508738903
b0325	1	-1.46062489062935
b0329	1	-3.16678779023579
b0333	0.999998091203933	-0.39547074140847
b0336	1	-2.93542956824818
b0337	1	-2.27477761275051
b0342	1	-3.25233458251344
b0343	1	-3.48035470441824
b0344	1	-3.88079637598957
b0346	1	-1.49588956002582
b0356	1	-0.743020195995784
b0365	0.973413149920219	-1.90994073363607
b0366	0.998390926814971	-2.21424266302492
b0367	0.978628963096299	-2.00209340037692
b0368	0.983301426946983	-1.52094696517003
b0379	0.999986264699992	-1.29391801907809
b0382	0.999999999999785	-1.05900783943724
b0384	1	-2.40094468246769
b0389	1	-0.883446049343477
b0390	1	-1.77017183657626
b0391	1	-1.31288206466674
b0401	1	0.527385952937303
b0402	1	1.31271516375943
b0405	1	0.704743388010881
b0411	1	-0.847592071065852
b0415	1	0.6848712059256
b0415	1	0.6848712059256
b0415	1	0.6848712059256
b0415	1	0.6848712059256
b0415	1	0.6848712059256
b0416	1	0.575799092667976
b0417	1	0.916129075144734
b0419	0.999999999999713	-1.49754815941734
b0423	1	0.967341662510088
b0427	1	0.984562508229235
b0428	1	1.2680423532728
b0429	1	1.27410517831888
b0430	1	1.23945403636426
b0431	1	1.2289163448535
b0432	1	1.18982548225018
b0433	1	0.798722921279237
b0435	1	-1.84484294437454
b0442	1	0.603244499048243
b0448	0.999999999981868	0.773426373284624
b0449	0.990867248720293	0.823789684092979
b0453	0.999999999999999	-1.8582531857516
b0465	1	0.967355900292944
b0469	1	0.740535356049679
b0473	1	-1.27142895427789
b0477	1	1.3935566429273
b0478	1	-0.57788428907877
b0485	1	-2.93416608099499
b0486	1	-2.54695073316032
b0492	0.99999999999939	-0.786437288006054
b0495	0.999999999994778	-0.675493456423235
b0513	1	-1.77559307865345
b0522	1	-2.17156006289467
b0523	1	-2.06108450467822
b0543	1	0.811118669171221
b0567	1	1.89947501423694
b0568	1	1.9929411747863
b0569	1	2.28332358203913
b0570	1	-0.801656329576885
b0573	1	-5.00863497070957
b0574	1	-3.33609044856696
b0575	1	-2.40005792499979
b0576	1	0.676023906434889
b0581	1	-1.82480565961525
b0592	1	-0.662608595329371
b0598	0.999999998538457	-1.87040490067081
b0599	0.999614774553552	-2.34521186711283
b0600	0.999996750955988	-2.74723555950424
b0625	1	-0.78083049427548
b0628	1	0.794686667240868
b0634	1	0.65140245302066
b0635	1	0.977398098263153
b0636	1	0.984275521492645
b0637	1	0.850431520866766
b0643	1	-2.1370051438559
b0645	0.999999999999911	0.990301126230806
b0652	0.999999983815981	-1.36788002815035
b0653	0.999999991367106	-1.31086898368904
b0654	1	-1.26367773895788
b0655	1	-1.92463703591221
b0657	1	1.03423519777131
b0658	1	0.585674090515695
b0661	1	0.593049124924918
b0685	1	0.833941643641054
b0707	1	-2.19037763535407
b0708	1	-0.932709377668637
b0710	1	-0.920529783841985
b0711	1	-0.739726450842731
b0721	1	-2.70253866361829
b0722	1	-2.84254278396581
b0723	1	-2.7775825813063
b0724	1	-2.47272610437309
b0726	1	-2.55740408424909
b0727	1	-2.4585318467648
b0728	0.999999999988167	-2.51179648032918
b0729	1	-2.21609048293907
b0733	0.999999898120875	1.16413572425598
b0734	0.999994264329561	0.958989250312148
b0736	1	0.591616192385464
b0737	1	0.664871298635373
b0738	1	0.624494721129654
b0739	1	0.615402273663258
b0742	1	0.494849371516125
b0750	1	-2.33847097218943
b0751	1	-2.32997972201117
b0753	1	-3.3158053734212
b0754	0.99949828378703	-0.732609660228925
b0755	1	-0.733827005668169
b0756	0.999999999999998	-0.759762016488645
b0757	0.999999999999995	-0.575018451768646
b0759	1	-0.55173325041251
b0767	1	-1.94530998519677
b0772	0.999999999947161	0.503928110372395
b0773	1	-1.0836844755724
b0774	1	-3.3765385061904
b0775	1	-3.9389058977101
b0776	1	-3.89131845615415
b0777	1	-3.36914653730191
b0778	1	-3.62069462474245
b0781	0.99999999869638	-0.46980245993234
b0782	1	-1.1403435780113
b0783	1	-1.11908233904527
b0785	1	-1.09299149289286
b0789	1	-1.95977906097023
b0790	1	-2.41307899546004
b0791	1	-1.11904408519963
b0794	1	-1.9936123873393
b0795	1	-2.65163172997229
b0796	1	-1.89536783619406
b0797	1	1.23626598000752
b0803	1	-0.928518665828177
b0807	0.999992091209533	0.684649354089548
b0808	1	-1.21237022179307
