GeneID	PPDE	FC
ECs0315	0.9991037668092800361208105641708243638277054	-2.3736058449
ECs0316	0.9991625811014830382816853671101853251457214	-1.9370735673
ECs0317	0.9997700788066630206429863392258994281291962	 1.6514591673
ECs0358	0.9909333603362420195281856649671681225299835	 0.7428615592
ECs0359	0.9984326395129049513954555550299119204282761	 0.9611787182
ECs0379	0.9918976845620269822134673631808254867792130	-1.3175291044
ECs0383	0.9947803394532029885866108998015988618135452	-2.2802138064
ECs0389	0.9979246765840810162728757859440520405769348	-3.1435836533
ECs0390	0.9882805658681480531768670516612473875284195	-2.4074568092
ECs0395	0.9984931912154969557704475846549030393362045	-1.7155194795
ECs0396	0.9989383477847649794867379569041077047586441	-3.2202445103
ECs0397	0.9979770068717079833930938548292033374309540	-4.1085952649
ECs0399	0.9737133262503580022340088362398091703653336	-0.8513511704
ECs0400	0.9744158624762350173753588933323044329881668	-0.9212369139
ECs0401	0.9874313551051210335884888991131447255611420	-0.9078583323
ECs0411	0.9887997550847420491493267036275938153266907	-1.0416078009
ECs0418	0.9945033343561570093882551191200036555528641	-1.6324197406
ECs0419	0.9875907856332339918026264058426022529602051	-2.2127787243
ECs0421	0.9918131076829369563441218815569300204515457	-1.5017847228
ECs0422	0.9942779225405640186608025032910518348217010	-2.6784173040
ECs0429	0.9900527231109159664868002437287941575050354	-1.0519032907
ECs0432	0.9878451856453369650523654854623600840568542	-0.9539344968
ECs0434	0.9957267728955729868545176941552199423313141	-1.6602214506
ECs0440	0.9968475690990470372554455025237984955310822	-1.4251144944
ECs0441	0.9944738934960469789459125422581564635038376	-1.1927026374
ECs0446	0.9733652750653679630588044346950482577085495	 0.5940886998
ECs0451	0.9979582132289209761566439738089684396982193	 0.9473198419
ECs0452	0.9998612051356789987011097764479927718639374	 1.3338672661
ECs0459	0.9891618190279679589949068940768484026193619	 0.7076267013
ECs0468	0.9926341594147489733046541005023755133152008	 0.6645060590
ECs0470	0.9981076503972069469128314267436508089303970	 0.9405708435
ECs0471	0.9918134151863999825593509740428999066352844	 0.7255536628
ECs0473	0.9885025596811399806185249872214626520872116	-1.8593568054
ECs0477	0.9967746637793279962380665892851538956165314	 0.8503200535
ECs0482	0.9990176506092439678852201723202597349882126	 1.0432906679
ECs0483	0.9997202981219850403959981122170574963092804	 1.3157599311
ECs0484	0.9998743739682689479764121642801910638809204	 1.5106008630
ECs0485	0.9997628981270330061903450769023038446903229	 1.1897896736
ECs0486	0.9985519832901720294060510241251904517412186	 1.0592012529
ECs0487	0.9983668342912159765489832352614030241966248	 0.8973450780
ECs0489	0.9926255126100169690062102745287120342254639	-1.9772329439
ECs0490	0.9994704949569760410454932753054890781641006	 0.9755549848
ECs0492	0.9795397554016419539024695950502064079046249	 0.5846522369
ECs0496	0.9924957165748909959646084644191432744264603	 0.7682633542
ECs0501	0.9955608851331040343168865547340828925371170	 0.8373601337
ECs0502	0.9941586601391270150429591012652963399887085	 0.8825287768
ECs0503	0.9818875191341740471528964917524717748165131	 0.7280795810
ECs0518	0.9760995187598450195665122919308487325906754	 0.5987858041
ECs0526	0.9890548071312980082936405779037158936262131	-1.3898142297
ECs0530	0.9988242411247310048594272302580066025257111	 1.3729481192
ECs0531	0.9743568797915339585458127658057492226362228	-1.0111324053
ECs0537	0.9937201149059520233208786521572619676589966	-0.9848028787
ECs0538	0.9938242451284089451490899591590277850627899	-2.8392198995
ECs0539	0.9945774914684709644419058349740225821733475	-2.1280319021
ECs0540	0.9989303860626680409140476513130124658346176	-2.5730568925
ECs0541	0.9984706410066880311049430929415393620729446	-2.7646959025
ECs0575	0.9947525730921960018804384162649512290954590	-1.7330328061
ECs0576	0.9887906743042339519078609555435832589864731	-1.3144017233
ECs0579	0.9993058418610709647822432089014910161495209	 0.9730865466
ECs0584	0.9950608829810100308677078828623052686452866	-2.3688424953
ECs0585	0.9972575809173910288407682855904567986726761	-2.2163225287
ECs0599	0.9988410991680509720680447571794502437114716	 1.0046879733
ECs0600	0.9998490451743009543861262500286102294921875	 1.8758481063
ECs0601	0.9999383181576410040136693169188220053911209	 2.3046069190
ECs0608	0.9792848791012249698439973144559189677238464	-0.7677537439
ECs0610	0.9959142632217730106702902048709802329540253	-1.3516971642
ECs0611	0.9988964776790040245302293442364316433668137	-1.5911318560
ECs0612	0.9962455526580049625096080490038730204105377	-3.8505347881
ECs0613	0.9946234053123319540645752567797899246215820	-1.5084158668
ECs0614	0.9950130556044419760652885997842531651258469	 0.7372645471
ECs0619	0.9833156161702969466631429895642213523387909	-1.2294394108
ECs0637	0.9977709462006689733470921055413782596588135	-1.8295869116
ECs0638	0.9947590406121900041824801519396714866161346	-1.4027330875
ECs0639	0.9950926353167910409780461122863925993442535	-2.5861139026
ECs0648	0.9752184058856520065816653186629991978406906	-0.7781403934
ECs0672	0.9728960932871819622391740267630666494369507	 0.6572309885
ECs0673	0.9917632027755830526061231466883327811956406	 0.6987261765
ECs0674	0.9993199673531080184929464849119540303945541	 0.9183030942
ECs0675	0.9954244762602559859487882931716740131378174	 0.8890584804
ECs0681	0.9978400257804509454473418372799642384052277	-1.8911329759
ECs0691	0.9836535630400280449947558736312203109264374	-1.0126670730
ECs0692	0.9813786542537570323219142665038816630840302	-0.7445757838
ECs0693	0.9769685170877500102193380371318198740482330	-1.3772447648
ECs0694	0.9970050434242819781260891431884374469518661	-1.8367091249
ECs0695	0.9995623991884819981024179469386581331491470	 0.9950984093
ECs0696	0.9940798149025299457193227681273128837347031	 0.8167730038
ECs0699	0.9889364297089330291257169847085606306791306	 0.6674269964
ECs0704	0.9871255018622580035270175358164124190807343	-1.8313752118
ECs0716	0.9949264422910819583023567247437313199043274	 0.8541039365
ECs0718	0.9765245417577219644300612344522960484027863	 0.5024907322
ECs0732	0.9958335692923080406657732055464293807744980	-1.9817759611
ECs0733	0.9862584836711020264132798729406204074621201	-1.0336930806
ECs0745	0.9955730102752780030783696929574944078922272	-2.1461373820
ECs0747	0.9985747007803199570830088305228855460882187	-2.7804150397
ECs0748	0.9974847982584900130120786343468353152275085	-2.6472219601
ECs0749	0.9990252409151899604111690678109880536794662	-2.3331459813
ECs0750	0.9993527132825099634771959244972094893455505	-2.4864338673
ECs0751	0.9979802915231850146682290869648568332195282	-2.5252715881
ECs0752	0.9960570744998770154055023340333718806505203	-2.5370520146
ECs0753	0.9990262581310249689892089008935727179050446	-2.4696373250
ECs0754	0.9960203695554069591722168297565076500177383	-2.1951105513
ECs0768	0.9788371884957299817742182312940713018178940	 1.1026849430
ECs0771	0.9988873702014550159944406004797201603651047	 0.8779958385
ECs0773	0.9962868813081959817878896501497365534305573	 0.8766130819
ECs0778	0.9982130857449630356725833735254127532243729	-2.2617451180
ECs0779	0.9983568042784809470902018802007660269737244	-1.8181349846
ECs0781	0.9979300281355419910411796990956645458936691	-2.4196983683
ECs0784	0.9770525185420709801675798189535271376371384	-0.5841924771
ECs0785	0.9773617445710800488711811340181156992912292	-0.9118951204
ECs0795	0.9991049045790629801189197678468190133571625	-2.1578139378
ECs0800	0.9861529345202160179439943021861836314201355	 0.6570823705
ECs0814	0.9735010366465000064550849856459535658359528	 0.5024639236
ECs0818	0.9765713134687029617353459798323456197977066	 0.5343074213
ECs0819	0.9865991687310899926899310230510309338569641	 0.6827054933
ECs0849	0.9784671797004520499285717960447072982788086	 0.5537529882
ECs0851	0.9874139530800279951350262308551464229822159	-1.2754912196
ECs0853	0.9957319017656469650745520993950776755809784	-4.3848331851
ECs0854	0.9972628584100410309432049871247727423906326	-3.5471971453
ECs0855	0.9973502439191009871777282569382805377244949	-2.6462474114
ECs0856	0.9989397912168279658473579729616176337003708	-1.7321921089
ECs0859	0.9757547188734390086750636328360997140407562	-0.8015207103
ECs0860	0.9925063921857499860124107726733200252056122	-1.1488080434
ECs0861	0.9837506850000270475220531807281076908111572	-1.2758163919
ECs0863	0.9892668403394060394617781639681197702884674	-1.3163006498
ECs0866	0.9913314803854339496425041033944580703973770	-1.7731530958
ECs0867	0.9977118833568120459531769483874086290597916	-1.8704517378
ECs0868	0.9975743380134080018351028229517396539449692	-2.3205550285
ECs0869	0.9878464659183709972722908787545748054981232	-0.9731053333
ECs0870	0.9705267264713699493228205028572119772434235	-0.6748937403
ECs0872	0.9987269563342819900242375297239050269126892	-1.7120038292
ECs0873	0.9968624862752939463916845852509140968322754	-2.7767467324
ECs0874	0.9971136355784180338446276437025517225265503	-2.4288775160
ECs0875	0.9912890773657480059100066682731267064809799	 0.9594377347
ECs0876	0.9841303725771890498208449571393430233001709	 0.5893778177
ECs0886	0.9721110352213989669323268572043161839246750	-0.9154964507
ECs0890	0.9911470045615929924665010730677749961614609	-1.7696956825
ECs0896	0.9940210043603290301916786120273172855377197	 0.8283495547
ECs0908	0.9967356220645210429509575078554917126893997	-1.4675380132
ECs0909	0.9852288858657229919657538630417548120021820	-1.9741632835
ECs0910	0.9940960475250100181199286453193053603172302	-1.3404227488
ECs0911	0.9939306304338899611394708699663169682025909	-1.2696267745
ECs0915	0.9990791260731679557238749112002551555633545	 1.0441716709
ECs0916	0.9961242133892499461822467310412321239709854	-1.9867306202
ECs0917	0.9961374964276999977030868649308104068040848	-2.4194333022
ECs0919	0.9878990650002900109072356826800387352705002	-1.0873194495
ECs0922	0.9993392290931070176540629290684591978788376	 1.2553322487
ECs0926	0.9790636795831380023713563787168823182582855	-0.8728008345
ECs0927	0.9964772521590820053560833002848085016012192	 0.8540171668
ECs0934	0.9842891960306859866491890898032579571008682	-1.3855662941
ECs0935	0.9748909784112039789150117030658293515443802	-1.0218474957
ECs0938	0.9713769877706890376600767922354862093925476	-0.8589286815
ECs0939	0.9926721895643539905762509079067967832088470	 0.6947938464
ECs0943	0.9891437268000370375276020240562502294778824	-3.9030809119
ECs0944	0.9949102713293379585124398545303847640752792	-1.5076342330
ECs0945	0.9980356449061690282675840535375755280256271	-1.7407461143
ECs0946	0.9943238580748100519102194994047749787569046	-2.0225259701
ECs0947	0.9927748918799690347469777407241053879261017	-1.8814553909
ECs0948	0.9876573116060399781801493190869223326444626	-1.3159149168
ECs0957	0.9981763598591399944126578702707774937152863	-2.7077828581
ECs0961	0.9780129757483390084971119904366787523031235	-0.9220192180
ECs0966	0.9972492860689029514631442907557357102632523	-1.9931117505
ECs0972	0.9921998592896259516749069007346406579017639	 0.6751254757
ECs0982	0.9945391762577110439380589923530351370573044	-3.0702722250
ECs0983	0.9999131643594729723645286867395043373107910	 2.2229077036
ECs0984	0.9825793822593750226346287490741815418004990	 0.5960560564
ECs0988	0.9895713631104240404212646353698801249265671	 0.7123046972
ECs0989	0.9772916316605050335297732999606523662805557	-0.7392396914
ECs0990	0.9964771634000959554811061025247909128665924	-1.4436666879
ECs0993	0.9787150732970749666961296497902367264032364	 0.4985651505
ECs0994	0.9730811631735130085019136458868160843849182	 0.5524630708
ECs0996	0.9750351863462469736987259238958358764648438	 0.5771344841
ECs0997	0.9967970015369970182561587535019498318433762	 1.0032647138
ECs0998	0.9732688785240789508534930973837617784738541	 0.5838173974
ECs1011	0.9881128444871020155559904196707066148519516	-1.0862297078
ECs1012	0.9973813561672949523639886137971188873052597	-1.6015521604
ECs1016	0.9951953949041779656781159246747847646474838	-1.1617274412
ECs1018	0.9944113335565260003434673308220226317644119	-1.1409294243
ECs1019	0.9879771412669330343803153482440393418073654	-1.1044514542
ECs1020	0.9958089787807650195006203830416779965162277	-1.1092885467
ECs1029	0.9785247364439799699908917318680323660373688	-1.0761431458
ECs1032	0.9928908121654399510092048330989200621843338	 0.7946629852
ECs1037	0.9987579727531800122264371566416230052709579	-1.7931952942
ECs1049	0.9793455322600489454387684418179560452699661	-0.8273937309
ECs1051	0.9989547721766309784641180158359929919242859	 1.0932043747
ECs1127	0.9955763025698639578919824089098256081342697	 1.0742322767
ECs1128	0.9845278630984289902627892843156587332487106	-0.7802610533
ECs1138	0.9994235842406059555642627856286708265542984	 1.2403741804
ECs1139	0.9990779982453570351452754039200954139232635	 1.2363356095
ECs1141	0.9968085365754300042340219079051166772842407	 1.1306947865
ECs1142	0.9952079751439399935009078035363927483558655	 0.9894438312
ECs1144	0.9989057936109400070989750020089559257030487	 2.0985998174
ECs1145	0.9997760774380269888084171725495252758264542	 2.1190351469
ECs1146	0.9943974206979959706842464584042318165302277	 1.3261904371
ECs1154	0.9970677426466689752260208479128777980804443	-1.6866275511
ECs1155	0.9873302881898069482957680520485155284404755	-2.2466272664
ECs1158	0.9976789107138299694810257278732024133205414	-1.5670614959
ECs1159	0.9876115802398329757139094908779952675104141	-1.3910072205
ECs1160	0.9887394720162739902846738004882354289293289	-1.4732662288
ECs1237	0.9974750081616839958442710667441133409738541	 0.9872976440
ECs1251	0.9915645266985649852742312759801279753446579	 0.6080092593
ECs1258	0.9803664309827749834269638995465356856584549	-0.8363849074
ECs1266	0.9971937239891399684665884706191718578338623	-1.1152409399
ECs1271	0.9707182389506550101998527679825201630592346	 0.5194177697
ECs1273	0.9901388117209619643688256473978981375694275	-0.9926935702
ECs1277	0.9955384296274549793537289588130079209804535	-1.0119505798
ECs1298	0.9761515863592049591090926696779206395149231	 0.5295911755
ECs1321	0.9879151662100820185941074669244699180126190	 0.6401042711
ECs1335	0.9973295507735600029519673626055009663105011	 0.9229475612
ECs1348	0.9734958272728619910196812270442023873329163	 0.6703590586
ECs1349	0.9786522334689550239872346537595149129629135	 0.6379221613
ECs1350	0.9961272336605500044015570892952382564544678	 0.7322051256
ECs1375	0.9948511848623849962436338500992860645055771	 0.6962962060
ECs1376	0.9998574376568160060330114902171771973371506	 1.4662944636
ECs1377	0.9935814397713480516927120334003120660781860	 0.7659880259
ECs1379	0.9771572675181090517071424983441829681396484	 0.4984693308
ECs1389	0.9924883009535799827105506665247958153486252	 0.8127701431
ECs1413	0.9885313708460480297546268957376014441251755	 0.7109109666
ECs1422	0.9994911709324210136173860519193112850189209	 1.2412358190
ECs1429	0.9957934336963659704977658293501008301973343	-2.8899618157
ECs1434	0.9874167269235250010694926459109410643577576	-1.7609302257
ECs1435	0.9888941530260679790842459624400362372398376	-1.2757221754
ECs1440	0.9946395279642920028706498669635038822889328	-1.6630042051
ECs1442	0.9940259718320989534845466550905257463455200	-1.5228956797
ECs1443	0.9780762588538970403462258218496572226285934	 0.6597275946
ECs1447	0.9900911864508730175771233916748315095901489	 0.6513322562
ECs1462	0.9848583482726499527259989008598495274782181	 0.6243075775
ECs1464	0.9863369108423220010806176105688791722059250	 0.9174124157
ECs1465	0.9969693548859279719209780523669905960559845	-1.1873380354
ECs1466	0.9935512771686370037116375897312536835670471	 0.6955945123
ECs1468	0.9811553306921869666012980815139599144458771	 0.5854669107
ECs1473	0.9970169612118620072749308747006580233573914	 0.8815928116
ECs1476	0.9713100781882240131182015829836018383502960	 0.5310160804
ECs1479	0.9936726766622619999580479088763240724802017	 0.8601683635
ECs1487	0.9977337761209109645577086666889954358339310	 1.3135386839
ECs1490	0.9988484898655589638849505718098953366279602	 1.0964711366
ECs1491	0.9976934293575939749487702101760078221559525	-2.7465347602
ECs1494	0.9941054665263540091046934321639128029346466	 0.7857391246
ECs1495	0.9938894558991490102428656427946407347917557	 0.8002010321
ECs1506	0.9944212170651639537410915181681048125028610	 0.8220715756
ECs1561	0.9763512370160329911783492207177914679050446	 0.5926059513
ECs1569	0.9983494729912999465781808794417884200811386	 0.9010418133
ECs1573	0.9781684373696899470473908877465873956680298	-0.7629892123
ECs1603	0.9823820633101360000338786448992323130369186	-1.2003889293
ECs1608	0.9895201708711790500316851648676674813032150	-1.0533409882
ECs1653	0.9835153140456469600394484587013721466064453	-2.8982912375
ECs1654	0.9818404962752249609536647767527028918266296	-3.5846976412
ECs1655	0.9921647657866949909788445438607595860958099	-3.0451626151
ECs1681	0.9906982631309879661074546675081364810466766	 0.7567929365
ECs1683	0.9968482964849959548914171136857476085424423	-3.1540914672
ECs1692	0.9981808315803100128960068104788661003112793	-1.6694206170
ECs1707	0.9918950376629910303805104376806411892175674	 0.9416306635
ECs1709	0.9919572399886219526976560700859408825635910	 0.6395575729
ECs1710	0.9921173770246399792327451905293855816125870	-1.1679983965
ECs1711	0.9999040554464340146978429402224719524383545	 1.6230109891
ECs1712	0.9909406095570549855011677209404297173023224	 0.7007665352
ECs1715	0.9899237689380240290404344705166295170783997	 0.7253740209
ECs1717	0.9991489202468569752468852129823062568902969	 1.0154285506
ECs1719	0.9791810022593300244508895957551430910825729	 0.5621222137
ECs1722	0.9916278594339179575101184127561282366514206	-1.9861276379
ECs1741	0.9743160685483589489308542397338896989822388	-0.9082959952
ECs1742	0.9910328878186900336544340461841784417629242	 0.7200151257
ECs1746	0.9707410099883999610170803862274624407291412	 0.5110322674
ECs1748	0.9742249561282420033947460069612134248018265	 0.5280561482
ECs1751	0.9712916123283450442471576025127433240413666	-0.7760468475
ECs1753	0.9986188408027959484414282087527681142091751	 0.9227967891
ECs1754	0.9980788804625849719442953755788039416074753	 0.8275682090
ECs1765	0.9893172209809050210438385875022504478693008	 0.7813694959
ECs1775	0.9988573204093570412354097243223804980516434	 0.9173690713
ECs1814	0.9763353866449909768121528941264841705560684	-0.9260703646
ECs1830	0.9716708943136339593493744359875563532114029	-3.7066065812
ECs1831	0.9739589607893319733733505927375517785549164	-2.9887465230
ECs1833	0.9897345073683360139327191973279695957899094	-1.3301393239
ECs1834	0.9880172978510199932600244210334494709968567	-1.2577234841
ECs1835	0.9977905230283530269019820480025373399257660	-1.9282954547
ECs1836	0.9949988322754620417853743674641009420156479	-2.0498764519
ECs1841	0.9927501011581859602372901463240850716829300	 0.8433844045
ECs1860	0.9943544656089590150216395159077364951372147	-1.8110445294
ECs1875	0.9710401052056050197336389828706160187721252	-3.3817066715
ECs1876	0.9723000816804370227686149519286118447780609	-1.4543261227
ECs1878	0.9719507903368620471695749074569903314113617	-2.0065108294
ECs1879	0.9754224239342239588523852944490499794483185	-2.7637300612
ECs1920	0.9878951301994950418006169456930365413427353	-1.4106213874
ECs1921	0.9932952151301940313388172398845199495553970	-3.1120614684
ECs1922	0.9933376978695109826844600320328027009963989	-3.2454879374
ECs1925	0.9847429242927240311544778705865610390901566	-1.7474163694
ECs1953	0.9835063228775670074455206304264720529317856	 0.8842213259
ECs1997	0.9994365234279389831328899163054302334785461	-2.8710268081
ECs2006	0.9915459229678990071832345165603328496217728	 0.7819503539
ECs2007	0.9792490383804469677997417420556303113698959	 0.5702708558
ECs2008	0.9939963808058629446406939678126946091651917	-2.0347664769
ECs2020	0.9730478751880570209564780270738992840051651	-0.6654711193
ECs2021	0.9987023507941570343859893910121172666549683	-1.3721930699
ECs2022	0.9946763440294289493337487328972201794385910	-2.2419360225
ECs2027	0.9852227510748630123771363287232816219329834	-1.0129887819
ECs2028	0.9946027052562610437647094840940553694963455	-1.7512125158
ECs2033	0.9904087278590499865416063585144001990556717	-1.1883856917
ECs2038	0.9974710973654350443240446111303754150867462	-1.5114111122
ECs2044	0.9945743240152250530528021954523865133523941	-1.6681789511
ECs2045	0.9945305337448619997786636304226703941822052	-1.2599486282
ECs2046	0.9903896237937119817473785587935708463191986	-1.4190333024
ECs2047	0.9915951579709380014904240852047223597764969	-1.1636030598
ECs2048	0.9951529997404939820171421160921454429626465	-2.4583585052
ECs2053	0.9839028819713909745914293125679250806570053	-0.8291609546
ECs2054	0.9961082593628549641806557701784186065196991	-2.0920972325
ECs2055	0.9725626771097339862137687305221334099769592	 0.5748165773
ECs2064	0.9843434998781760425501374811574351042509079	-0.7246801476
ECs2065	0.9919945567621339943542579931090585887432098	-1.3953502674
ECs2069	0.9947936223830430302328409197798464447259903	-1.7224310173
ECs2070	0.9921701404465329554582808668783400207757950	-1.4244458755
ECs2071	0.9981187486974110179005492682335898280143738	-2.2733255610
ECs2072	0.9839654173695829841861382192291785031557083	-0.9622918735
ECs2081	0.9802018202576949779114556804415769875049591	-0.8683981169
ECs2082	0.9983436149141790005856478273926768451929092	-1.9299774041
ECs2085	0.9965575867727539671747649663302581757307053	-2.8504418713
ECs2086	0.9985575099478479765835459147638175636529922	-2.5859480641
ECs2091	0.9959306332573010234199273327249102294445038	-1.2793837523
ECs2092	0.9991860412860049667216344460030086338520050	-2.3693413274
ECs2095	0.9977087780428810503963177325204014778137207	-1.7114737133
ECs2096	0.9867081131865139687064925055892672389745712	-1.3661237875
ECs2097	0.9964559521735529834529643267160281538963318	-2.6754425338
ECs2098	0.9991431551577369951644413959002122282981873	-3.0591992893
ECs2118	0.9905737931963429776516250058193691074848175	-0.9218588069
ECs2119	0.9987638058792870365820704137149732559919357	-2.1068159232
ECs2120	0.9918293411195949760283951945893932133913040	-2.8639428750
ECs2121	0.9990903770519630189284043808584101498126984	-1.5656840643
ECs2122	0.9986580587181650425776524571119807660579681	-1.9950241999
ECs2123	0.9975944382265230503392672289919573813676834	-2.8503473727
ECs2124	0.9978671927478850456338932417565956711769104	-2.1822539034
ECs2125	0.9995414806322430179008620143576990813016891	-2.0534385969
ECs2126	0.9966280786442509587175209162523970007896423	-1.6165111792
ECs2127	0.9792090283618289925371414028631988912820816	 0.6052077293
ECs2131	0.9950151180029399577975368629267904907464981	 0.9396944434
ECs2135	0.9995972620165080035903315547329839318990707	 1.4893060795
ECs2143	0.9922552728694280510524095006985589861869812	-1.0419690422
ECs2144	0.9760595401696320339013368538871873170137405	 0.5409852434
ECs2146	0.9895704657951820415462407254381105303764343	-1.1132348075
ECs2148	0.9761365382917179811528285426902584731578827	-0.7034314390
ECs2152	0.9982751637440030467729457086534239351749420	 0.9903388668
ECs2154	0.9894748086626159455647666618460789322853088	 0.6217541246
ECs2192	0.9788593238389640127650181966600939631462097	 0.6541784970
ECs2216	0.9864782798434069688298109213064890354871750	 0.5376985344
ECs2254	0.9715680959674859451524753239937126636505127	 0.5232362661
ECs2264	0.9738157761172270276972540159476920962333679	 0.6376117791
ECs2269	0.9769610893456860400974051117373164743185043	 0.5408439057
ECs2291	0.9904852854035439690960629377514123916625977	-0.9489042656
ECs2292	0.9872642292657090035135070138494484126567841	-1.0159422872
ECs2303	0.9999463371319059490360814379528164863586426	 6.1633790747
ECs2304	0.9998691054279209566857389290817081928253174	 2.2408591186
ECs2309	0.9846270876191050014369920972967520356178284	-1.0574732712
ECs2317	0.9905485704048799799892321971128694713115692	-1.5105772217
ECs2318	0.9739811098447169745995211087574716657400131	-0.8976343668
ECs2320	0.9943520480886980372758898738538846373558044	-1.0682214106
ECs2327	0.9948200193864950025002258371387142688035965	-1.3479720604
ECs2331	0.9996796248095860537574708359898068010807037	 1.3678053492
ECs2336	0.9952905829307630014568530896212905645370483	 0.7081100532
ECs2337	0.9929446134615640406906322823488153517246246	 0.8073976253
ECs2338	0.9985169170094390089786884345812723040580750	 1.0224151429
ECs2339	0.9897031304328499645706074261397588998079300	 0.7154026791
ECs2341	0.9789620599409359913423145371780265122652054	 0.6090082285
ECs2342	0.9995109579113750086776235548313707113265991	 1.2388908570
ECs2343	0.9994239675094009900391256451257504522800446	 2.0430069422
ECs2352	0.9998297655245049764261011659982614219188690	 1.1615746346
ECs2353	0.9994266979000460127124938480847049504518509	 1.0459963532
ECs2354	0.9981808947268779874661959183868020772933960	 0.8785030863
ECs2355	0.9835905113678019562328813663043547421693802	-2.0248510386
ECs2356	0.9713338046391239988253119008732028305530548	-0.8547806186
ECs2357	0.9714844542720659781309677782701328396797180	 0.5366140451
ECs2369	0.9997765387042439888531930591852869838476181	 2.3311037314
ECs2370	0.9928137011807740552882250995025970041751862	-1.5039590606
ECs2373	0.9905337312993319764942157235054764896631241	-0.9512967094
ECs2385	0.9871661065579929728031061131332535296678543	-1.1054454296
ECs2386	0.9747099922425690454730329292942769825458527	-0.7738136352
ECs2387	0.9908368463296820527475006201711948961019516	-1.3393879928
ECs2388	0.9903332797496460226938097548554651439189911	-1.3323381496
ECs2389	0.9967659180387039574711138811835553497076035	-1.3703669691
ECs2390	0.9962504760906899514694146091642323881387711	-1.4676249662
ECs2391	0.9851729736245540269834464197629131376743317	-1.8171529173
ECs2398	0.9974171136021450223552164970897138118743896	 0.8697116748
ECs2400	0.9931287250850360237564018461853265762329102	-1.0438082958
